game,source_row_key,cardmarket_product_id,cardmarket_name_raw,missing_fields,recommended_next_step
digimon,0f08b1dd3cb29a1404c45e4611bdb8cff621bcac930ad1d71648efe95dacb01f,873575,"J.P., Koji, & Koichi",artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,0fe42df0e2cca515a657d02226250642ec7dcbbd818c75e294a166a6bb7e6be8,704152,Omnimon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1011b6017cf0a699d2a36663f4d3d4ec345531134c5fef4d1c602ec576419bf1,804254,Tumblemon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,108af68578f26977e279b23415983e303077e0fa3bb59641ec9c6b7b37372713,785198,Imperialdramon: Dragon Mode,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,10e9357373e947c2f3ebfd23a8b80e1463bd60dd6bae0c84ecdc93284b271094,722642,Ravemon: Burst Mode,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,115e74a42c0630471b622b7013582a5ccb2e95054514788a4d201dc950f0301c,650321,WarGreymon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,117a3dbfb123796111b8b66ce280fbb4fa9f8216388b0f15c62ceb4f7582ac1e,744164,Kari Kamiya,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1183c16aed24b0cb0b844ab1aaf05b19a8f5c10a7aeebcf43e1045c99f9ad1e6,650370,Devimon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,11b64036f6cb61987c092198c3568952a810c4f25fa69861e024f66d20e5d240,807845,Ghostmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,127df2575a54ec7bd644bd2104ce64756fd4d241f9ba3c9b41ad05518321800c,743341,Huckmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,12f3c651b27391d255845acc64a96b7400030fa378f00a01bb2e822730ae2227,696450,Rina Shinomiya,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,139d5b8984271fb32c0eba1a24fb16b75b69bf21c35a050baea65991c8515bdc,862159,Leviamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,13c44991db852091576d2881c7caf6a396a5d707822b24f46616643c7017e373,707638,Imperialdramon Paladin Mode,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,13e5d475791905c0babd1535e7d942101bcef1a9dee53a0754d9176afa08f797,853008,TigerVespamon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,13f788b8ac74d868472084cd2ed153a6e7e32589c7bc17d04ef798ccf26a1003,793705,Lucemon: Chaos Mode,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,13f8ebc2cdddd2f1f77681736ab6c2755d247fc83cec0ae6a4ffee34d3cc77c0,864260,Jupitermon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,141418089d0ab4a9e9a507ffbc78d0e06446772acbd5c26aa29034dd2bee12e1,864246,Asuna Shiroki,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1479d84b5565e058c904a77c9cc26aca8cfb4600f98a39a7d391caf6ce0f422a,872842,Sunmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,147f8e780093cb7c8eaf32e07e498a08df5f7284bd11fe8e549ba8888361a7a5,708440,Quartzmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,15071dde4db9f0d684f73695fb31d23b2ba868614a6b27b78a324dfa7380f698,739982,MetalGreymon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,150ad1e2de8f884a27418d360c368c86d6e84841c6ba35f6528c6f58c9f46d97,802697,Gallantmon (X Antibody),artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,150d53d610392da57be9200f84008a91ff2f7bea0a4c38c405bc083cad9bb2cd,722676,Ignitemon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,154108ccbb11060e090eae8cfec94bcecb880de3bc6da4269c94b6d488b2cbd8,873569,LordKnightmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,15ab002873777f0d0640246ca5a432ae98499f384813ec809b5621c397f7f0c6,669252,WarGreymon (X Antibody),artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,15b122b84690f08fbaf0075b774b1cfeace62862518e3037486279d82da5c800,775332,Lucemon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,15c15d6fe2f33bdd0dd7b166f8ce6b57d17c2ea12ee97f92a5ca553f5ac8dd61,793794,Nene Amano,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,15f9749482c5b6345aac2699c362536fb0cbd117fd187e12f3feda3c0db400f3,621108,Garurumon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,162d8db22a296b4796d024b90ce36175660fcdc49415f94daffc8f085e78e144,871011,Medusamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,168918e5771738f181fff1def7e72501fdd8f907c79231579300008f231dd6d0,652325,Greymon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,16a2feb56a4b71daab8043dbdcd65a905fba70874fbae77559858547c49cb323,793786,LordKnightmon (X Antibody),artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,16a442c02bd9d2ab333c9b67ab8c120f8d13f1d85cbcd09269d16ce4a554fa6d,862858,Physical Training,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,16b9e17a8558bdc441b641b6255af1f7b6a0b545073ca2da00bab55d63043292,693205,Impmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,172739afabb811b3b9d60e0208621442c9c42b8cfb3f6e150ab85b6fee96887e,669258,Gabumon (X Antibody),artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,179b29748cc183a6437b5deed74381b7cb214197f087c416e0fd692d6c3cd1c5,864500,Jupitermon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,17b61ff403eb0da17c159e7a5ab65e7bc365b7afb65fb55cacab935be0ee15a9,653256,Andromon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,17fd510693de246b6216709b2a86ac77b6e100157093b862972fc5af50963ba4,809535,Rapidmon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,18081a6bf3d12081403bc67419e68d64e0ea5e39702acd9d7889dd2b80ace8e4,650846,Veemon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1847785de5ec684edd01a40fdaec123a1580a99fdfff8b83969394e249f0f483,779722,DexDorugoramon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,18de42a734d98f2eb10fb421ac51abe223dc4eda11d103a4723ddd4c753fa04f,743346,Impmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,19000414bd8aadf619cd4828a12148cb6d673e22d2cc0a93925f381eb83ebe89,719323,Omnimon Alter-B,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,19308462e0933b42e194f55b38d787d5983d3c56d6e355fb8334c1af2aca4230,719322,Omnimon Alter-S,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,195f82498ffded65181f712f1274a88df6eb679cf427f15c9c796900cb4f6d96,756192,Flaremon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,19f8ca07f72081392f22c16149b11426aa881c56d19b799ec81d50c7c3aa641c,851841,Examon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1a5e02beb1fe12a97c42c660b83f397872190a8e33e6f603508bda0bb2340160,650207,Dorimon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1a8df2eaeb973a43b46bdd2424c911fa98a59b9487674123e6584fc0bc97bd15,669344,Angewomon (X Antibody),artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1aa279682722e857fea098eff9b21ee43fe9c48daa69f8d31a99cfb845bb4713,620816,EmperorGreymon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1aa74c8363df2814e7e1ffb45504d157cc4e8026710fd46d58fd0079203b9c89,755699,WereGarurumon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1ac365e78e6e8d642d59a499ade5bac56ae817be083517d2ba7611ffce01ac57,854907,GraceNovamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1adfa8e6bd0fc66d418e6d5d782ed27587c8d74c553e1ab998c283dbf7ea866e,828822,MetalGreymon: Alterous Mode,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1b865c40732a2b69c20a61b1f5249efd155f51da4034d38c8767f6c7427ee89f,696448,Mirei Mikagura,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1bb3822fc242e147f35ac88042e659070b30654d013e62b6cb27aa54067d8d4c,879426,Omnimon (X Antibody),artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1c61212edef24eb0dc2616c11c2502d252907c03a51d53d616c49c847c1f51c9,817747,Gaiamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1c81af55d64ef00880be30b9c0996337b2a3112b1e18481f22d8cb7fca076bf1,860883,Renamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1cd8af7f6294c1c7fb1731e32c5aa661ff310b2413ecd8d8484605118357ae8b,873564,ShineGreymon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1cff592cf0c75ea8ab5e6e8143cf7306351e605917641a53a88b39765d3a7566,744172,Commandramon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1d1d5f199a5f68e9243f437512f7c3dea8435ff74cacb603d998d6d94c481b48,650391,Gaia Force,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1d77c54dd1a6d06ee1a082cff062b572f81c7a38e4c215ddda5a8a9f6b991b6b,769455,Valkyrimon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1db98b6487c17c693849ec8d11c33bcfe90d63b8017905a36b1a85f48ad4b827,665459,Calumon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1dddd1718fe6589bf71d2e07f5f8e78e0cde98f5f8971a8419279b236463fcbc,650393,Cocytus Breath,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1de602e930db0e2166a44cdfd0990619e93cfbed8fd1175203bf3ac363eac65a,828833,Kaguyamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1e40061a303a1d1b203bc5274523b8c1ded0500489045246935ebc1c6e57a2b9,809480,Otamamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1e4d30bd9777bab062cc89769ce303a58688eeabfd74f09b2c601bfb4dc870b2,820307,Tai Kamiya,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1e74406d829e87c7bb245c787180c2596e0e867121865c2ebcdcef47b60ba201,756191,Togemon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1ea656ebc85ebc84b00123581ce23230f9777cf560b9cc0ea7d39ecfad83012c,790590,Sakuyamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1ecf988460ebe3b8fc3de5d311d07d2da3d4b5f0718b7bfe138f23e9bb5c4512,790562,Digimon Emperor,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1f1ae43a7e9c0c1f5685c665ae2201cc174690ff90cf322fe23721a488543843,886294,ShineGreymon: Burst Mode / Final Shining Burst,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1f5c4ab2db75d493511e51174e129cb455ac2f08156bc83c26fe73127bdd0637,872850,Sakuyamon: Maid Mode,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,1fe99a9b4a5bf6719a5412b7d88a6d913a695821e841a720920a4fcf2e3ef0e1,722609,Gankoomon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,204b8ebe53d4839ec8fbaa37e01b5b7e7e75ed0670070b0f3d73f0ffc64af8b3,756272,Aldamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2186712483ebcb4b146940e7b116eace0aac20801b0f3824be86d6ccb9ac5263,844265,LordKnightmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,219f1c1579d3929519b1e4fe2bee8ded5f395bd21c7357fe82363c879cc98867,878099,Mirei Mikagura,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,21f0a1188b77cf60086eb7066387e872c202e3200c2137ebf51ce3a4a74fb21b,743731,Impmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,22162bcd224f8f43ecf64e44fca6e109e3c7c1bbb06b3ac807fa975939a96cd6,794069,Future Potential!,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,222e5a399a20a2ed39782eebdf924d19bbb426bb2742d69807e41ea49772c313,779666,AncientGreymon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,223585e29ae9572c9449361bd6309b948d20a872865de15d6d2c086a42673ca2,716098,Omnimon Alter-B,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,223638bdb39f76f459e0c855e2a7a0bb2ad218f521f9dc87f3ffe2d9762fc46c,722615,UlforceVeedramon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2272ae816cb7ed75696a0f50e79311307278d8338958e29a77a1ceec57489181,716103,Magnamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,22aa09ae85b5222cd8a585595ea19072a81e2192da8f1dd0e3c545c7deba06fc,809533,Taomon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,22f193b0d57a106f30286cb3abe27c7ee0e16cc00bf315ff3f1b3060f8fe6fac,665447,Renamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,22f7fa678c339766965b8d6cb085035e542e26c504809c2de01d24f92e7a988e,650307,AeroVeedramon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,231b3584557b20b7db5d076f199755e1b70b9b5afb25f25dcea599b46e0abfaf,694980,WarGrowlmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,23577b20735e9238efd7093834eebe0052c410b59576db8145990ac597d7ac87,653658,Magnamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2377cb2dbfbcd3ae2297d8fc3670caf4628b8ec18dc3505dc0fec11bf81c4e16,650860,WarGreymon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2390a080e4b877da0663f3e1af811a51dc1abb58474216c68b6280e9cf89c39f,665449,Sakuyamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,23991c5314e713d4a5f4cfc4b55d46b65f4d5f3048f2730578e54168e10df092,650318,LordKnightmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,23e8e1c90aa735a74b4856a038c32fad364bc1628e8b9c05dceb08014cf33fd1,818293,Puppetmon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,23eaf609441be11f3ab7f72e21f103b7e8b835d9befd8b6e673cd60da7a51c6e,847740,Beelzemon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,24138f539e057fc4d0071e04854f2b1756c5f4570b570706fc84e20c6177cd27,775388,Ogudomon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,246f54300bb4b1f62d053b2649d55e02e35d8da6998dd67aa77aac943edb33eb,694982,Gallantmon Crimson Mode,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,249abadd0fac86614e4ce60df5c3befb65ad244cef78ffde39afb0069f1eae1d,769462,Paildramon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,24ab7473c0a41317150f5db2ace1bf23f4bfbc16fc5971f3104b1da9116274a9,812060,MetalGarurumon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,24d9e9da6f0b40e50b49c1e4e919ebae02d1446121d534ef0be272bf2e8fbd19,871144,Vortexdramon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,24f43d9fde3f42585cd4267bb424ba517b2e10c20b0df21d615f7d0a05a17ca5,872843,Titamon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2528aab90ff1f861090995f7b3cef19ed7fb81f470bd09f6dbcff6b6b6bdca2a,809449,Shadramon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,25966e27ee8744a1c1f3d40939ca4ac71325741fcd4282d94aebacf0f727c2b0,879427,Omnimon (X Antibody),artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,25e0f0431d804bcfe12b258d383d7c6c1a50b744d38b65baff9269a75a29eaaf,864262,Homeros,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,260f56c5a8261daff9deaf51676477cd93810798ef7869e69c7b24a6183e9abc,800391,DeathXmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,26fffff5508af56e8c8fe33147febf1ad788c9e1ca362768f6df10c5abeb4572,885383,Agumon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,275d9daf1a79c2f813184215cfacbe54837dc1c255564d0f47feb50296883d3d,755550,Apocalymon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,276f41e1d1f18bb118f13860247e93aeca1d1f9106a4d2889b691e7faa071842,790564,Imperialdramon: Fighter Mode,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,27a317eccb7f32332695acdc651f6d3d8d2d042bbaf9cf270f29efd9485d79e0,722643,Gallantmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,288ff69db7c187bddacca5bce3fb34271644474b5a1f2b860400361ba8f1e886,785215,MegaGargomon Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,289426ae4bee06726d995fa74bc432097466911fbe984f217ae71755d1f1ea13,722651,Gravity Crush,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,28e809f585a05284d3aef4128f12b1d3efe2a56dd5c8cfe97cd25abd7d8b9664,807844,Alphamon: Ouryuken Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,291daf12e71b9a922d950682345ac9e4371533bdd5368902c96253a4b59a557f,756204,Omnimon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,29e1bbe05ae3592319cad817620008a7aadaa2a05f49c5d3214094340f31ed61,806608,Veemon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2a19430983b987f3de4488b7167386f0f749aea5c264ff837a7e57cc43f5b841,803509,Close,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2a2045226789d330519cd3d1570118be9330614ba684aa1bee8a79bb86bd5161,679457,Sistermon Ciel,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2a7571ef61b9851666f99affdad2708b74c68a7983b257f0f3ae865e6966fa9f,789149,Black Memory Boost!,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2a95b157547148478a5e2b8c4d68500edf77405b55532295ca8ec9d202ccdf07,785197,Venusmon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2ab4a8bab4720557727253b4a936103f69143df4d14a989713fe9524957e8864,871145,Vortexdramon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2af85377cd8b6e9fb6c780eb399b28f65ba8be2c2f0f128d6053f44341334f91,807842,Jesmon GX Ace,artwork_variant,Enrich the exact printing/artwork variant before provider matching
digimon,2c45c66bc6916cd78131ccc78e67ec96d2f96c0498f796d313e20fc2883b8346,620519,Lucemon,artwork_variant,Enrich the exact printing/artwork variant before provider matching
