source_row_key,sample_reason,review_status,cardmarket_product_id,cardmarket_name,finish,provider_card_id,provider_name,set_code,collector_number,language,layout,face_count,cardmarket_url,scryfall_url
be1ebf00e91298ad01d0e43e415be78523ae3997f2a021f472d688077fea7fab,coverage_fill,pending,657828,"Okaun, Eye of Chaos",foil,94eea6e3-20bc-4dab-90ba-3113c120fb90,"Okaun, Eye of Chaos // Okaun, Eye of Chaos",sld,380,en,reversible_card,2,https://www.cardmarket.com/en/Magic/Products?idProduct=657828&isFoil=Y,https://scryfall.com/card/94eea6e3-20bc-4dab-90ba-3113c120fb90
e9a85d008071915bd785764e22618dbf8bd468eeea4123e634ed4773a8b7df31,coverage_fill,pending,750341,Tolsimir Wolfblood,foil,0758235a-32e4-458c-bb16-16c3708a8429,Tolsimir Wolfblood,rvr,387z,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=750341&isFoil=Y,https://scryfall.com/card/0758235a-32e4-458c-bb16-16c3708a8429
5727b079463b9822831a96052f41e44095ccfe8b028631005ffe111163576769,coverage_fill,pending,717743,Palantír of Orthanc,foil,4c27c6ac-889f-4591-8789-4a6f1a264d98,Palantír of Orthanc,ltr,381,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=717743&isFoil=Y,https://scryfall.com/card/4c27c6ac-889f-4591-8789-4a6f1a264d98
15f697c3c28369751427bf88029b4ad93147c539308663a48b3e6ba7da75234b,coverage_fill,pending,8269,Enlightened Tutor,nonfoil,cbac1d27-15e2-4e2f-82ab-625a16e096cb,Enlightened Tutor,mir,14,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=8269,https://scryfall.com/card/cbac1d27-15e2-4e2f-82ab-625a16e096cb
eab133dcbe99b2dad29d1d60e3fd76916198b22316af35c9ba35ca0d57bea081,coverage_fill,pending,851639,"Aerith, Last Ancient",foil,aa1bd238-a9f5-4145-9668-eb49a3b4c2bf,"Aerith, Last Ancient",fic,471,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=851639&isFoil=Y,https://scryfall.com/card/aa1bd238-a9f5-4145-9668-eb49a3b4c2bf
26ec4c517ff28f981d6708b49ee120b16449c6ffd9fe7a2bcd680f49a28ba37e,coverage_fill,pending,295882,Cavern of Souls,foil,1045bdc7-6fbb-4b63-9798-a2a993f95bc2,Cavern of Souls,mm3,232,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=295882&isFoil=Y,https://scryfall.com/card/1045bdc7-6fbb-4b63-9798-a2a993f95bc2
f196508a9fe4634139cc0b9da47b82e107171dc8823a262c543e8be7b711b99e,coverage_fill,pending,492094,Vault of Champions,nonfoil,7695a48e-391a-4ac1-93d6-35373e13718f,Vault of Champions,cmr,715,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=492094,https://scryfall.com/card/7695a48e-391a-4ac1-93d6-35373e13718f
e83c0081d32278585ebe2c84ea26623ff4d56c134d0815ccfd1b98c853bc87b3,coverage_fill,pending,817786,Escape to the Wilds,foil,e9359896-2c8f-4841-8bbb-3231e5a47221,Escape to the Wilds,sld,1916,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=817786&isFoil=Y,https://scryfall.com/card/e9359896-2c8f-4841-8bbb-3231e5a47221
36709d3f616fbbbb76ba74f1a6a752fa460a1a4f4d0ec98410cf6d213dab9ac9,coverage_fill,pending,721728,Land Tax,nonfoil,9258ad10-cbe6-4676-93b4-6ef4a33f12ee,Land Tax,cmm,37,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=721728,https://scryfall.com/card/9258ad10-cbe6-4676-93b4-6ef4a33f12ee
6921ef1006fdc5a97a7379224e6bfa68823a6d409f9bc1ff37c604b070f22bd6,coverage_fill,pending,5297,Magical Hack,nonfoil,2bd4202c-0477-45aa-82fd-83c85d6d4bef,Magical Hack,lea,63,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=5297,https://scryfall.com/card/2bd4202c-0477-45aa-82fd-83c85d6d4bef
7d3e819326dca9c388b79a5b531d260a181a47c2901c3fed96679b3d388b0910,coverage_fill,pending,714619,Guardian Project,nonfoil,4ae13498-33c9-4013-a82a-98f1888033d3,Guardian Project,plst,RNA-130,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=714619,https://scryfall.com/card/4ae13498-33c9-4013-a82a-98f1888033d3
6c9e53ef8c40e183f1e0766fe7c8002080eb44cc2dcc5a44689c9e0c214e54f0,coverage_fill,pending,883104,Cyclonic Rift,nonfoil,65c6b4f4-2aef-4150-9a7f-70ca5f337766,Cyclonic Rift,soa,79,ja,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=883104,https://scryfall.com/card/65c6b4f4-2aef-4150-9a7f-70ca5f337766
3c2f2e8d0a3580ffc2b59cbc88ad8fb8425a546c1df36a1a63c0428e23083188,coverage_fill,pending,15076,Fleshwrither,foil,08e1a646-6925-4a53-a99c-8951af016a7a,Fleshwrither,fut,84,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=15076&isFoil=Y,https://scryfall.com/card/08e1a646-6925-4a53-a99c-8951af016a7a
f9074b31c2a4c9de46b8c3d5b743db51f84ceb3cd3b0680208ac4ab1ecd2b0cf,coverage_fill,pending,355730,Cabal Stronghold,foil,e8f2f6f2-7bce-4ede-8973-8b495a5dd825,Cabal Stronghold,pdom,238s,en,normal,1,https://www.cardmarket.com/en/Magic/Products?idProduct=355730&isFoil=Y,https://scryfall.com/card/e8f2f6f2-7bce-4ede-8973-8b495a5dd825
